date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:26:58	2483/2483	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202019%2000:14:05%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/14_compact.jpg?v=1547544105	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/14_compact0766.jpg	(from https://naturecircle.myshopify.com/products/7-sample-affiliate-product)
13:26:58	19936/19936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:26:54%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/13_6530520e-4725-405b-99b2-12c741486109_1024x1024.jpg?v=1547544104	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/13_6530520e-4725-405b-99b2-12c741486109_1024x10246dd2.jpg	(from https://naturecircle.myshopify.com/products/7-sample-affiliate-product)
13:26:58	1047/1047	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2020%20Mar%202019%2012:26:56%20GMT	http://pinterest.com/pin/create/button/?url=https://naturecircle.myshopify.com/products/7-sample-affiliate-product&media=http://cdn.shopify.com/s/files/1/0162/3932/9344/products/9_ec55d235-976a-4038-b731-71d3e8b19104_1024x1024.jpg?v=1547544100&description=7.%20Sample%20affiliate%20product	C:/Users/achraf/OneDrive/Bureau/FrontPep/pinterest.com/pin/create/button/index1adb.html	(from https://naturecircle.myshopify.com/products/7-sample-affiliate-product)
13:26:59	19510/19510	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:26:55%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/14_1024x1024.jpg?v=1547544105	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/14_1024x10240766.jpg	(from https://naturecircle.myshopify.com/products/7-sample-affiliate-product)
13:27:00	20098/20098	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:26:57%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_grande.jpg?v=1547544078	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_grande6b0e.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:00	13278/13278	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:26:57%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_grande.jpg?v=1547544077	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_grandef0fd.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:01	24018/24018	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:26:58%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_grande.jpg?v=1547544076	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_grande1ddf.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:02	3806/3806	---MC-	200	added ('OK')	application/json+oembed	date:Wed,%2020%20Mar%202019%2012:26:59%20GMT	https://naturecircle.myshopify.com/products/4-soldout-product.oembed	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/products/4-soldout-product.oembed	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:02	2871/2871	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2010:40:08%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_compact.jpg?v=1547544076	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_compact1ddf.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:03	1839/1839	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:03%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_compact.jpg?v=1547544077	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_compactf0fd.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:03	24018/24018	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202019%2003:48:01%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_1024x1024.jpg?v=1547544076	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_1024x10241ddf.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:04	2364/2364	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_compact.jpg?v=1547544078	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_compact6b0e.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:04	13278/13278	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:11%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_1024x1024.jpg?v=1547544077	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/7_aa13ed14-2920-44fa-b70c-ded8d9e1a002_1024x1024f0fd.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:04	2559/2559	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/9_d3382d8b-5678-4176-8fb1-4d04244a83a0_compact.jpg?v=1547544079	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/9_d3382d8b-5678-4176-8fb1-4d04244a83a0_compactf1b1.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:05	3056/3056	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4297c719-d069-4646-8981-d8ce1892dff1_compact.jpg?v=1547544080	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4297c719-d069-4646-8981-d8ce1892dff1_compactc9ba.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:06	20098/20098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Mar%202019%2004:28:00%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_1024x1024.jpg?v=1547544078	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/8_a7e35961-c6bb-4481-8680-cddb20f30e0e_1024x10246b0e.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:07	20670/20670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Mar%202019%2017:24:13%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/9_d3382d8b-5678-4176-8fb1-4d04244a83a0_1024x1024.jpg?v=1547544079	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/9_d3382d8b-5678-4176-8fb1-4d04244a83a0_1024x1024f1b1.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:07	2835/2835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Feb%202019%2010:54:01%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/11_compact.jpg?v=1547544081	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/11_compact9634.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:07	987/987	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2020%20Mar%202019%2012:27:05%20GMT	http://pinterest.com/pin/create/button/?url=https://naturecircle.myshopify.com/products/4-soldout-product&media=http://cdn.shopify.com/s/files/1/0162/3932/9344/products/6_74ad24f4-47da-473d-a864-16de95815367_1024x1024.jpg?v=1547544076&description=4.%20Soldout%20product	C:/Users/achraf/OneDrive/Bureau/FrontPep/pinterest.com/pin/create/button/index5dcc.html	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:07	22874/22874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4297c719-d069-4646-8981-d8ce1892dff1_1024x1024.jpg?v=1547544080	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4297c719-d069-4646-8981-d8ce1892dff1_1024x1024c9ba.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:09	13099/13099	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2010:40:05%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_grande.jpg?v=1547544112	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_grandea5b4.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:09	24630/24630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:03%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/11_1024x1024.jpg?v=1547544081	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/11_1024x10249634.jpg	(from https://naturecircle.myshopify.com/products/4-soldout-product?variant=20304133095488)
13:27:10	24630/24630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:05%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_grande.jpg?v=1547544111	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_grande3c28.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:10	22874/22874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:06%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_grande.jpg?v=1547544110	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_grandea365.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:11	4117/4117	---MC-	200	added ('OK')	application/json+oembed	date:Wed,%2020%20Mar%202019%2012:27:07%20GMT	https://naturecircle.myshopify.com/products/8-countdown-product.oembed	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/products/8-countdown-product.oembed	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:11	3056/3056	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202019%2000:16:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_compact.jpg?v=1547544110	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_compacta365.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:12	2835/2835	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Mar%202019%2015:47:16%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_compact.jpg?v=1547544111	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_compact3c28.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:13	1829/1829	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2010:39:47%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_compact.jpg?v=1547544112	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_compacta5b4.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:13	22874/22874	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202019%2000:16:02%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_1024x1024.jpg?v=1547544110	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_1024x1024a365.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:14	13099/13099	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2010:38:05%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_1024x1024.jpg?v=1547544112	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/12_bb140a12-73c9-4204-a3e7-30973c81ee06_1024x1024a5b4.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:14	2779/2779	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202019%2000:16:03%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/13_09fe5446-7505-42b3-b9b1-d5c944338d7c_compact.jpg?v=1547544113	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/13_09fe5446-7505-42b3-b9b1-d5c944338d7c_compacte13b.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:14	24630/24630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:09%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_1024x1024.jpg?v=1547544111	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/11_ebca9896-3224-4d40-aee9-b66b126c9a23_1024x10243c28.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:15	2483/2483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Feb%202019%2018:42:11%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/14_08610dc2-4696-4077-9fcd-5f82e92e0091_compact.jpg?v=1547544114	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/14_08610dc2-4696-4077-9fcd-5f82e92e0091_compact0b9d.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:15	2377/2377	---M--	200	added ('OK')	image/jpeg	date:Thu,%2021%20Feb%202019%2018:42:11%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/15_compact.jpg?v=1547544115	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/15_compactbd23.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:16	19936/19936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:11%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/13_09fe5446-7505-42b3-b9b1-d5c944338d7c_1024x1024.jpg?v=1547544113	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/13_09fe5446-7505-42b3-b9b1-d5c944338d7c_1024x1024e13b.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:16	1002/1002	---M--	308	error ('Permanent%20Redirect')	text/html	date:Wed,%2020%20Mar%202019%2012:27:14%20GMT	http://pinterest.com/pin/create/button/?url=https://naturecircle.myshopify.com/products/8-countdown-product&media=http://cdn.shopify.com/s/files/1/0162/3932/9344/products/10_4162efee-35e1-4e52-8bf1-f197dc65425e_1024x1024.jpg?v=1547544110&description=8.%20Countdown%20product	C:/Users/achraf/OneDrive/Bureau/FrontPep/pinterest.com/pin/create/button/indexc65a.html	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:16	19510/19510	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:12%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/14_08610dc2-4696-4077-9fcd-5f82e92e0091_1024x1024.jpg?v=1547544114	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/14_08610dc2-4696-4077-9fcd-5f82e92e0091_1024x10240b9d.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:17	20585/20585	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202019%2012:27:12%20GMT	http://cdn.shopify.com/s/files/1/0162/3932/9344/products/15_1024x1024.jpg?v=1547544115	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/files/1/0162/3932/9344/products/15_1024x1024bd23.jpg	(from https://naturecircle.myshopify.com/products/8-countdown-product)
13:27:17	22396/22396	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2020%20Mar%202019%2012:27:15%20GMT	https://naturecircle.myshopify.com/blogs/news.atom	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news.atom	(from https://naturecircle.myshopify.com/blogs/news)
13:27:19	159175/159175	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:16%20GMT	https://naturecircle.myshopify.com/blogs/news?page=2	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news4658.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:20	161019/161019	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:17%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/chilled	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/chilled.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:20	160969/160969	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:18%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/cup	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/cup.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:22	157356/157356	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:19%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/dark	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/dark.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:23	161032/161032	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:20%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/euro	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/euro.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:24	158306/158306	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:21%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/fashion	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/fashion.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:24	161027/161027	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:22%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/food	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/food.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:26	158312/158312	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:23%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/hardware	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/hardware.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:27	161901/161901	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:24%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/hat	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/hat.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:27	159181/159181	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:24%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/hipster	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/hipster.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:29	2095/2095	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2015%20Feb%202019%2006:09:14%20GMT	http://cdn.shopify.com/s/assets/themes_support/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	C:/Users/achraf/OneDrive/Bureau/FrontPep/cdn.shopify.com/s/assets/themes_support/shopify_common-8ea6ac3faf357236a97f5de749df4da6e8436ca107bc3a4ee805cbf08bc47392.js	(from https://naturecircle.myshopify.com/account/register)
13:27:29	158281/158281	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Mar%202019%2012:27:25%20GMT	https://naturecircle.myshopify.com/blogs/news/tagged/holidays	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/blogs/news/tagged/holidays.html	(from https://naturecircle.myshopify.com/blogs/news)
13:27:29	573/573	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2020%20Mar%202019%2012:27:27%20GMT	https://naturecircle.myshopify.com/collections/tea.atom	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/tea.atom	(from https://naturecircle.myshopify.com/collections/tea)
13:27:30	276/276	---MC-	200	added ('OK')	application/json+oembed	date:Wed,%2020%20Mar%202019%2012:27:27%20GMT	https://naturecircle.myshopify.com/collections/tea.oembed	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/tea.oembed	(from https://naturecircle.myshopify.com/collections/tea)
13:27:30	56544/56544	---MCZ	200	added ('OK')	application/atom+xml	date:Wed,%2020%20Mar%202019%2012:27:28%20GMT	https://naturecircle.myshopify.com/collections/bread.atom	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread.atom	(from https://naturecircle.myshopify.com/collections/bread)
13:27:31	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2257605cdf-60a%22	https://naturecircle.myshopify.com/collections/bread/products/dummy-product-name-2	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/dummy-product-name-2	(from https://naturecircle.myshopify.com/collections/bread)
13:27:31	39688/39688	---MC-	200	added ('OK')	application/json+oembed	date:Wed,%2020%20Mar%202019%2012:27:28%20GMT	https://naturecircle.myshopify.com/collections/bread.oembed	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread.oembed	(from https://naturecircle.myshopify.com/collections/bread)
13:27:31	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%2257605cdf-60a%22	https://naturecircle.myshopify.com/collections/bread/products/demo-product-title-2	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/demo-product-title-2	(from https://naturecircle.myshopify.com/collections/bread)
13:27:31	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/bread/products/dummy-product-name-3	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/dummy-product-name-3	(from https://naturecircle.myshopify.com/collections/bread)
13:27:32	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/bread/products/demo-product-title-3	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/demo-product-title-3	(from https://naturecircle.myshopify.com/collections/bread)
13:27:32	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/bread/products/dummy-text-for-title-3	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/dummy-text-for-title-3	(from https://naturecircle.myshopify.com/collections/bread)
13:27:32	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/bread/products/dummy-product-name-4	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/bread/products/dummy-product-name-4	(from https://naturecircle.myshopify.com/collections/bread)
13:27:33	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/fruits.atom	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/fruits.atom	(from https://naturecircle.myshopify.com/collections/fruits)
13:27:33	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/fruits.oembed	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/fruits.oembed	(from https://naturecircle.myshopify.com/collections/fruits)
13:27:33	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22577a9008-60a%22	https://naturecircle.myshopify.com/collections/fruits/products/demo-product-title-1	C:/Users/achraf/OneDrive/Bureau/FrontPep/naturecircle.myshopify.com/collections/fruits/products/demo-product-title-1	(from https://naturecircle.myshopify.com/collections/fruits)
